number,title,state,outcome_detail,opened_at_utc,merged_at_utc,closed_at_utc,merged_by,closed_by,url,merge_sha,retained_commit_count,retained_commit_author_counts,has_maintainer_authored_commit,force_push_events,merge_has_test_file_changes,review_highlight,later_follow_up,linked_issue_numbers,retained_commit_urls,source_file_overlap_with_later_noncohort_commits
7810,fix(platform-node): preserve unsafe worker reply payloads,MERGED,merged,2026-09-03T04:06:12Z,2026-09-03T06:40:23Z,2026-09-03T06:40:23Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7810,9252a00ba3cf8a9eacb72ed161d6bed306444f6c,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated unsafe worker reply loss and landed exactly one data envelope while keeping readiness transport raw.,No specific later follow-up identified.,7809,https://github.com/Effect-TS/effect/commit/c31e16240a474b19c0b200d5f82840403478990c; https://github.com/Effect-TS/effect/commit/4c4f139698ac0c5be44f40b63020b7ec5c1318ed; https://github.com/Effect-TS/effect/commit/582db10525abf8352aa4a1976143dab45b6d3680,
7814,fix(McpServer): resolve HTTP resource templates without losing origins,MERGED,merged,2026-09-03T04:18:08Z,2026-09-03T06:35:31Z,2026-09-03T06:35:31Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7814,73bc3a13b6e1b7a060e6bcd19ae7796443211a80,3,kitlangton=1; tim-smart=2,True,0,True,Tim isolated HTTP resource-template lookup failure and landed identical origin-preserving matcher prefixes.,No specific later follow-up identified.,7813,https://github.com/Effect-TS/effect/commit/14b1f46d5cabb5a0042d93d5dcb37fe6833f1858; https://github.com/Effect-TS/effect/commit/2211697ca3c47cbd77c8e9d678a4e344b74cb05c; https://github.com/Effect-TS/effect/commit/e97015ff87a0c671eae2d21b910c0a8195044ad6,
7816,fix(McpServer): type prompt callbacks with decoded parameters,MERGED,merged,2026-09-03T04:18:11Z,2026-09-03T06:15:59Z,2026-09-03T06:15:59Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7816,b628bb1240a09df2244c3ff6c587f978feb25225,2,kitlangton=1; tim-smart=1,True,0,True,Tim consolidated content/completion callback typing coverage for decoded MCP parameters.,No specific later follow-up identified.,7815,https://github.com/Effect-TS/effect/commit/15d389370a7d76fe5310316b6ea6a582820caef2; https://github.com/Effect-TS/effect/commit/1b8cee6dfec423939adede2ac8bce84e9c4307d3,
7818,fix(IndexedDb): preserve out-of-line primary keys in query results,MERGED,merged,2026-09-03T04:25:10Z,2026-09-03T06:31:16Z,2026-09-03T06:31:16Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7818,072005e64b75452a2f5413b4a1b56a3690007e5b,3,kitlangton=1; tim-smart=2,True,0,True,Tim reduced and relocated primary-key regressions into IndexedDbQueryBuilder.test.ts.,No specific later follow-up identified.,7817,https://github.com/Effect-TS/effect/commit/98503d9e966dc6d95e5d12f846a56ab725c3fa1e; https://github.com/Effect-TS/effect/commit/367e300ead20bb507d0a0ee76f898718caefe92e; https://github.com/Effect-TS/effect/commit/f1d13d3e6709c41c3a87538ca79238e2aa4ea59d,
7820,fix(IndexedDb): keep select streams within their query limits,MERGED,merged,2026-09-03T04:25:14Z,2026-09-03T06:29:37Z,2026-09-03T06:29:37Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7820,99f57af40100fe41fbc244cc4dd76247bc618464,4,kitlangton=1; tim-smart=3,True,0,True,"Tim isolated non-aligned stream-limit overflow, landed remaining-limit accounting, and colocated the test with existing streams.",No specific later follow-up identified.,7819,https://github.com/Effect-TS/effect/commit/961f206454987233c18a998d8abaa733d33d0598; https://github.com/Effect-TS/effect/commit/32593c2155fd1c75a4b8925ec0ad63b7beea3921; https://github.com/Effect-TS/effect/commit/96b273c00cbd47c86a26c768942b5b78c4cd07e7; https://github.com/Effect-TS/effect/commit/5d75b87fd68bf572d8bc2aeb07ad1c2f4e59dab6,
7825,fix(Socket): resume paused WebSockets after reader handoff,MERGED,merged,2026-09-03T05:20:36Z,2026-09-03T06:06:37Z,2026-09-03T06:06:37Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7825,8364ddda233d35ee472cc2356312317a60a148a2,2,tim-smart=2,True,1,True,The retained branch is Tim-authored reproduction/fix commits exercising a real paused Node WebSocket and reader-ready handoff.,No specific later follow-up identified.,7824,https://github.com/Effect-TS/effect/commit/0e87c16cd112316c7ffb64a0ed186d4ea38c504f; https://github.com/Effect-TS/effect/commit/7d362dccf743347747da7d1dce68d5c0dc4c194b,
7827,fix(Socket): count UTF-8 text bytes toward WebSocket watermarks,MERGED,merged,2026-09-03T05:20:38Z,2026-09-03T06:06:11Z,2026-09-03T06:06:11Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7827,ad67d8c5a1b195ff5468a9f2e963c59aa0b3166f,2,kitlangton=1; tim-smart=1,True,0,True,Tim reduced the UTF-8 watermark regression to a focused multibyte threshold case.,No specific later follow-up identified.,7826,https://github.com/Effect-TS/effect/commit/7f4116886f5c3b6a242cce7975dbc5e5de30a743; https://github.com/Effect-TS/effect/commit/e11c3efb97fc6da0a00dedbf69f72c5f33d453bb,
7829,fix(sql-libsql): isolate transaction contexts per client,MERGED,merged,2026-09-03T05:29:52Z,2026-09-04T03:35:48Z,2026-09-04T03:35:48Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7829,b4d81832be7cefd1c5b3bfae8e3d12bda74a5184,3,kitlangton=1; tim-smart=2,True,1,True,Tim reduced the cross-client transaction regression and moved it into the real libSQL integration suite after review flagged its location.,No specific later follow-up identified.,7828,https://github.com/Effect-TS/effect/commit/12644642b4ee18a3a5965a557252adb324a51bce; https://github.com/Effect-TS/effect/commit/67edf35c80df2eea0fed97e146f1ce871329116a; https://github.com/Effect-TS/effect/commit/0c8f8ed74413126b00bb31b8ae9b497788e744d1,
7831,fix(sql-sqlite-bun): allow database export within transactions,MERGED,merged,2026-09-03T05:29:56Z,2026-09-04T03:47:21Z,2026-09-04T03:47:21Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7831,5fe42ce4431fb3b09548b29c207ff9cfa7bf0900,3,kitlangton=1; tim-smart=2,True,1,True,Tim removed debug output and reduced/moved the export-in-transaction test into Client.test.ts.,No specific later follow-up identified.,7830,https://github.com/Effect-TS/effect/commit/449f898f6a6923b6989bb95b304e3d7fec938971; https://github.com/Effect-TS/effect/commit/a394503089a8e2bd7e6000c39581ed9ae527e64e; https://github.com/Effect-TS/effect/commit/a0e05554e42a972770d9a3a45791f131d0741075,
7833,fix(platform-deno): decode Redis URL authority credentials once,MERGED,merged,2026-09-03T05:51:41Z,2026-09-04T03:48:12Z,2026-09-04T03:48:12Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7833,832c1d8e2118a811e57bd60a5e0c7ee4d29bad1c,3,kitlangton=1; tim-smart=2,True,1,True,"Tim reduced and moved AUTH-frame coverage into DenoRedis.integration.test.ts, reusing its existing option-precedence control.",No specific later follow-up identified.,7832,https://github.com/Effect-TS/effect/commit/e2d560c2107c0faa8903d5dc226dc5c6d3f9c766; https://github.com/Effect-TS/effect/commit/97724b5bf85836fd75217512507e1fab2001f7f8; https://github.com/Effect-TS/effect/commit/bcb4bfb5f6dd795bb3e266f8a745c156053ef4c7,
7835,fix(MessageStorage): clear queued control envelopes with their address,MERGED,merged,2026-09-03T06:14:05Z,2026-09-03T22:25:46Z,2026-09-03T22:25:46Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7835,e8912473bd4128714a0f8cb04621f3e12f62a910,3,kitlangton=1; tim-smart=2,True,1,True,Tim added a queued-Interrupt reproduction and simplified control-envelope cleanup around Kit's implementation commit.,No specific later follow-up identified.,7834,https://github.com/Effect-TS/effect/commit/c791e7138f46607878aec6203847407bf9990e28; https://github.com/Effect-TS/effect/commit/803038289b499899c779da3fe70e34daa6994524; https://github.com/Effect-TS/effect/commit/0b6f156724cd9387056648eca86f5bdf2528a3d7,
7837,fix(SqlMessageStorage): preserve reply IDs in by-ID reads,MERGED,merged,2026-09-03T06:14:08Z,2026-09-04T03:34:24Z,2026-09-04T03:34:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7837,91e9af0d5f138933d3a131ca1cfbc52d3bc55481,3,kitlangton=1; tim-smart=2,True,1,True,Tim reduced the joined-reply-ID regression and moved it into SqlMessageStorage.integration.test.ts.,No specific later follow-up identified.,7836,https://github.com/Effect-TS/effect/commit/2cce5f8b1abb77d9bf740a6ccaa80f1ffff3e3f3; https://github.com/Effect-TS/effect/commit/ad06f8bb8a01e8fc40f97f1aab9cf28e5bb026f6; https://github.com/Effect-TS/effect/commit/e80bfffd78864b749f37bb53e3c38efb1e7e20f4,
7840,fix(DurableClock): preserve explicit zero in-memory thresholds,MERGED,merged,2026-09-03T06:31:50Z,2026-09-04T03:35:01Z,2026-09-04T03:35:01Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7840,d8ff9605bb5ef7b0cacd80e3b43ed1ce9e3d5e36,3,kitlangton=1; tim-smart=2,True,1,True,Tim reduced numeric/bigint zero-threshold regressions and moved them into ClusterWorkflowEngine.test.ts.,No specific later follow-up identified.,7839,https://github.com/Effect-TS/effect/commit/d69c696025f1c915393591e4bcfccff492be0866; https://github.com/Effect-TS/effect/commit/cd25bfa8b5ee27481190951df260ee321a13e190; https://github.com/Effect-TS/effect/commit/6e296d9c456a386d4a4c86b787fdab55f656b5de,
7842,fix(ChunkedMessage): return a chunk for empty framing data,MERGED,merged,2026-09-03T06:31:53Z,2026-09-04T03:33:51Z,2026-09-04T03:33:51Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7842,473bd814a97dba66070435cfe84933bcc143effe,3,kitlangton=1; tim-smart=2,True,1,True,Tim isolated empty framing and landed a minimum of one valid chunk.,No specific later follow-up identified.,7841,https://github.com/Effect-TS/effect/commit/3818b31d34533b3e1d6db637bb080d8832c9af95; https://github.com/Effect-TS/effect/commit/95760c9ebc8e03ae87c1156225fd98e050aec0f9; https://github.com/Effect-TS/effect/commit/39e59394a6dd10b3d0494a149fc1b74e6767bcba,
7844,fix(SqlEventJournal): preserve callback error identity,MERGED,merged,2026-09-03T06:50:43Z,2026-09-03T11:27:37Z,2026-09-03T11:27:37Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7844,a2c1ce62f04214d98d848f4cfe33d677e1a87d39,3,kitlangton=1; tim-smart=2,True,1,True,Tim reduced callback-error coverage and added an explicit remote callback case.,No specific later follow-up identified.,7843,https://github.com/Effect-TS/effect/commit/a3a77602d9de73c20d040b1d51b40846daf81b48; https://github.com/Effect-TS/effect/commit/bf804844f60b3e858691e19bed77faa93209556c; https://github.com/Effect-TS/effect/commit/d827982749386361469b0eb313e92990ac21902d,
7848,fix(jsdocs): refresh input caches for each extraction,MERGED,merged,2026-09-03T08:59:08Z,2026-09-03T22:31:57Z,2026-09-03T22:31:57Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7848,37eca35ceaee830cf918f5651f52751dd7fb5b01,3,kitlangton=1; tim-smart=2,True,1,True,Tim isolated repeated extraction with a source edit and landed per-extraction cache refresh.,No specific later follow-up identified.,7847,https://github.com/Effect-TS/effect/commit/5b8d02665c86e82c714dcdfda442dfbbb5a8dcf4; https://github.com/Effect-TS/effect/commit/a0d0a67fab941f38c1e91a9f822485302d1e75d2; https://github.com/Effect-TS/effect/commit/0eb8b7d3c8e0befc651d6ef248b1c85f53fae7a5,
7850,fix(api-diff): preserve literal type categories in snapshots,MERGED,merged,2026-09-03T09:07:30Z,2026-09-04T05:36:23Z,2026-09-04T05:36:23Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7850,50640f9ec572a4112d143af27b92d35f04e194b9,3,kitlangton=1; tim-smart=2,True,2,True,Tim reproduced literal-category collisions and narrowed snapshot changes to a discriminator plus cache marker.,No specific later follow-up identified.,7849,https://github.com/Effect-TS/effect/commit/52a3755a892eef8a234057dfa9e14a8dd6619e24; https://github.com/Effect-TS/effect/commit/de7c671a29161925dfedb769408d99165d5dc028; https://github.com/Effect-TS/effect/commit/427d33343f1402807708d062d96c54c788252911,
7852,fix(api-diff): retain optional class members in snapshots,MERGED,merged,2026-09-03T09:11:24Z,2026-09-03T22:34:52Z,2026-09-03T22:34:52Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7852,3853b112d4b1726f3e3d01a5d4b7f630052bf7c8,2,kitlangton=1; tim-smart=1,True,1,True,Tim consolidated class-optionality extraction/diff coverage; the docs explain regenerating both snapshots with the same extractor.,No specific later follow-up identified.,7851,https://github.com/Effect-TS/effect/commit/45228584c0746f01e3a0aef14e5dca82b9d0e059; https://github.com/Effect-TS/effect/commit/63803284a4e4f8f797e600cde80dc051a5276395,
7854,fix(utils): preserve absolute codegen discovery matches,MERGED,merged,2026-09-03T09:13:14Z,2026-09-03T22:27:47Z,2026-09-03T22:27:48Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7854,f8ab8e0603e11048df27189d82bcf642d71aafe5,3,kitlangton=1; tim-smart=2,True,1,True,"Sebastian questioned whether glob can return absolute matches; Tim verified the failure with glob@13 and the public filesystem interface, then retained a narrow isAbsolute guard.",No specific later follow-up identified.,7853,https://github.com/Effect-TS/effect/commit/d367c323c35cfa50deda8346d160148bf3df8541; https://github.com/Effect-TS/effect/commit/f87687fcf05a20ddfeefbd1fa3a8ce2dd967d32b; https://github.com/Effect-TS/effect/commit/51fa6f81afab7d8e1bc3745693297b24633a0f48,
7860,fix(SqlRunnerStorage): bound PostgreSQL acquisition results to requested shards,MERGED,merged,2026-09-03T10:14:05Z,2026-09-03T22:55:12Z,2026-09-03T22:55:12Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7860,df3fc47609eda7843dae2b557c8fe834299e26b4,5,kitlangton=1; tim-smart=4,True,1,True,"Tim reduced and moved the shard-acquisition regression into the PostgreSQL suite, adjusted setup timing, and refined the implementation.",No specific later follow-up identified.,7859,https://github.com/Effect-TS/effect/commit/1df435e41d2404ff070ba90818db9d42a1d8db23; https://github.com/Effect-TS/effect/commit/f2b9924062ab07f507937a4ce5c9f7ad4e06e523; https://github.com/Effect-TS/effect/commit/26a486f3f3bb7efd72510cacaf3157524e7ea1f8; https://github.com/Effect-TS/effect/commit/71eaee826736dd03ca00e92879f85fc49ec4f9fc; https://github.com/Effect-TS/effect/commit/591bc7140553c16c3171eedb2dae5b95a38177ad,
7862,fix(EventLogRemote): retry wrapped authentication Forbidden errors,MERGED,merged,2026-09-03T10:18:05Z,2026-09-04T05:48:51Z,2026-09-04T05:48:51Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7862,a3ebb7fcb208f3933a40a0fd949dbcfdf1ca2921,7,kitlangton=1; tim-smart=6,True,0,True,"Tim replaced instanceof with tag-based checks, then introduced EventLogRemoteError.is and EventLogProtocolError.is to remove casts.",No specific later follow-up identified.,7861,https://github.com/Effect-TS/effect/commit/8f92a4ff41565e63ab79132b1824a9ed8b01f785; https://github.com/Effect-TS/effect/commit/058efa4d28a1d00730037f21ebe6a0fecea962c0; https://github.com/Effect-TS/effect/commit/20a59d825b701faddb886aa1d3f5eecde4cd6749; https://github.com/Effect-TS/effect/commit/872586e00235b0c73422c61a02a4afdb5ddb2a08; https://github.com/Effect-TS/effect/commit/1eb5503c2162ffac62bc5718225ab5c30f2a56e4; https://github.com/Effect-TS/effect/commit/c0efa5dc47a55d6b3cd01eb45010cac15e7d56b6; https://github.com/Effect-TS/effect/commit/b3e65310e8d184b1143bed0e9c9fc4145c902b72,
7864,"fix(Random, Crypto): prevent rounding to exclusive upper bounds",MERGED,merged,2026-09-03T11:01:01Z,2026-09-03T23:05:25Z,2026-09-03T23:05:25Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7864,f984ee82d255c7958eeed6f0dd08de1b88cbbfd6,5,kitlangton=1; tim-smart=4,True,1,True,Tim refined the floating-point predecessor fix and extended it from Random.nextBetween to Crypto.randomBetween through a shared calculation.,No specific later follow-up identified.,7863,https://github.com/Effect-TS/effect/commit/af037554e9b3dd6b3392fa5c52385cd036ffa784; https://github.com/Effect-TS/effect/commit/f0465ec1ff2223720785035882b4420484f57518; https://github.com/Effect-TS/effect/commit/068b60185c891e195be30a53d058a7e306da98ab; https://github.com/Effect-TS/effect/commit/343f0589345e2068c554f7f327f9a37d90074941; https://github.com/Effect-TS/effect/commit/ca2677903ce528b2c5cda4a7bbb76335e664a0dd,
7866,fix(platform-browser): invoke custom runtime teardown,MERGED,merged,2026-09-03T11:14:23Z,2026-09-03T23:16:48Z,2026-09-03T23:16:48Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7866,53eb88875dace386188435884037e4bc25109c37,6,tim-smart=6,True,3,False,"The retained Tim-authored sequence added teardown, listener-lifecycle and cleanup-order checks, fixed pagehide listener cleanup, then deleted the standalone runtime test file.",No specific later follow-up identified.,7865,https://github.com/Effect-TS/effect/commit/9a46b7e2674ae4b59bcbf850abfddfe661a53fb7; https://github.com/Effect-TS/effect/commit/6ea4b5884e928321742ce9a443219c59369430dd; https://github.com/Effect-TS/effect/commit/2cec2f362ce7ff38f3d0ece9be1f40c05b65e14b; https://github.com/Effect-TS/effect/commit/99a41997b514ed1884b5e315350685465a13763b; https://github.com/Effect-TS/effect/commit/6519e6a657afa5413caeb81ae40c984b8e78d5ed; https://github.com/Effect-TS/effect/commit/4bd5d28c6dd81d2e5e1d00ff75048be8f63cc8bf,
7868,fix(platform-browser): recognize IndexedDB keys containing bytes,MERGED,merged,2026-09-03T11:14:26Z,2026-09-03T23:00:01Z,2026-09-03T23:00:01Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7868,6b8128e0bdc9d6778ca4dcea7effcfd50a500662,2,kitlangton=1; tim-smart=1,True,1,True,Tim tightened the IndexedDB has regression while retaining representation-independent count-based lookup.,No specific later follow-up identified.,7867,https://github.com/Effect-TS/effect/commit/784b0165502b2dd5276637894286abffdd117800; https://github.com/Effect-TS/effect/commit/fe960d0d078b4a94fa794fa55d84e6e548eceaf5,
7870,fix(TestSchema): compare every own struct field by AST,MERGED,merged,2026-09-03T11:14:30Z,2026-09-03T12:12:19Z,2026-09-03T12:12:19Z,gcanti,gcanti,https://github.com/Effect-TS/effect/pull/7870,af0ccdd13aa8917bce7161b8bc257fbe51c6a6a5,2,gcanti=1; kitlangton=1,True,0,True,Giulio focused field-AST equality coverage and merged the own-key projection fix.,No specific later follow-up identified.,7869,https://github.com/Effect-TS/effect/commit/edbc16a1af45606be9a61eeaf862553e2c8494b2; https://github.com/Effect-TS/effect/commit/fcafab90f98dd05f74c873c4d420bf6e3aa1ef65,
7872,fix(Formatter): preserve defined falsy Error causes,MERGED,merged,2026-09-03T11:14:33Z,2026-09-03T22:43:05Z,2026-09-03T22:43:05Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7872,d473bd3ee966a3a0c245d0e3c752fd91368b8ff6,3,kitlangton=2; tim-smart=1,True,1,True,Kit adjusted native Error property-layout coverage across runtimes; Tim reduced it to focused defined-falsy-cause checks.,No specific later follow-up identified.,7871,https://github.com/Effect-TS/effect/commit/5a2e6106197951855500724ce25f313c6d35331e; https://github.com/Effect-TS/effect/commit/267980a4cee6d20ec0d3441373538d3d8693d2f1; https://github.com/Effect-TS/effect/commit/87770ba782b8404e20be34d060334adbb057a19b,
7874,fix(Logger): complete file log writes after partial progress,MERGED,merged,2026-09-03T11:14:36Z,2026-09-03T23:10:26Z,2026-09-03T23:10:26Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7874,f1a941d52c2f71973e998883869e4e9ef510abf2,2,kitlangton=1; tim-smart=1,True,2,False,Tim deleted the standalone Logger.toFile regression file; writeAll and the matching JSDoc fixture changes remained.,No specific later follow-up identified.,7873,https://github.com/Effect-TS/effect/commit/1197ab00b487d7a79b69a5155c5013b43d5aef14; https://github.com/Effect-TS/effect/commit/f8696a02e9bcea096850265eb8783d33f095f5cf,d5c7cd2c47b2b01523aaea48d2dd039b89b36114; 72cfa2420977919ba57a8e6de538e01e06d5f380
7877,fix(Arbitrary): encode transformed template literal parts,CLOSED,superseded_by_merged_replacement,2026-09-03T11:40:07Z,,2026-09-06T17:45:50Z,,gcanti,https://github.com/Effect-TS/effect/pull/7877,,2,kitlangton=1; tim-smart=1,True,1,,Giulio explicitly closed in favor of #8094. That replacement rejects transformed TemplateLiteral parts and separates codec parsing into TemplateLiteralParser.,"Superseded by https://github.com/Effect-TS/effect/pull/8094, merged 2026-09-06T19:00:40Z.",7876,https://github.com/Effect-TS/effect/commit/21c1ac64a5167f99d0c45e8049c2bbd7647f42e7; https://github.com/Effect-TS/effect/commit/e1a886f59f1ed88325500f58811d958070d92cd5,
7879,fix(Arbitrary): validate indexed object generation and shrinking,CLOSED,superseded_by_merged_replacement,2026-09-03T11:40:10Z,,2026-09-06T21:10:33Z,,gcanti,https://github.com/Effect-TS/effect/pull/7879,,3,kitlangton=1; tim-smart=2,True,2,,Giulio explicitly closed in favor of #8095. That replacement validates index constraints and specializes scalar generation for productive matching constraints.,"Superseded by https://github.com/Effect-TS/effect/pull/8095, merged 2026-09-07T06:10:49Z.",7878,https://github.com/Effect-TS/effect/commit/a791bc335d299dd29c576f391aa873ee6a88c374; https://github.com/Effect-TS/effect/commit/2c1bd10c42ff3f4a20a52879b774e9c497ef5ab1; https://github.com/Effect-TS/effect/commit/9b6d61c2cbc1b2bb949299fe2f420431d5e3583c,
7882,fix(sql-d1): preserve native raw result envelopes,MERGED,merged,2026-09-03T11:44:06Z,2026-09-04T03:57:58Z,2026-09-04T03:57:59Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7882,22cd7fa32ac539c3298d1b4afdbd2ecf190de948,4,kitlangton=1; tim-smart=3,True,1,True,"Tim revised the raw-insert reproduction, clarified D1 envelope behavior in the release note, and reduced the final regression.",No specific later follow-up identified.,7881,https://github.com/Effect-TS/effect/commit/263a17d5390079e790a504cedbfa5d0ebe25659d; https://github.com/Effect-TS/effect/commit/05d86ecb0c902d23a6e192c1b02857e987d2200d; https://github.com/Effect-TS/effect/commit/33fcbf02bd1b94d667364d0dd47510ee0a078acc; https://github.com/Effect-TS/effect/commit/f4cef7647dd833823bbe53e6d1bc848c2b5ba0f1,
7884,fix(ConfigProvider): substitute dotenv references as literal data,MERGED,merged,2026-09-03T12:21:08Z,2026-09-03T23:03:24Z,2026-09-03T23:03:24Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7884,436f5eb44aa234bdf1de37b07da2ce8dc31ad4ec,2,kitlangton=1; tim-smart=1,True,2,True,Tim consolidated literal replacement tokens into one focused dotenv regression.,No specific later follow-up identified.,7883,https://github.com/Effect-TS/effect/commit/7cd32fd2b76e348e706f7714a4e85bb77273bb0e; https://github.com/Effect-TS/effect/commit/0ea877803fd5ece625fed51760155cff3f700b16,
7886,fix(HashRing): include the final exclusion search radius,MERGED,merged,2026-09-03T12:21:11Z,2026-09-03T23:01:47Z,2026-09-03T23:01:47Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7886,1df933d1dee2e09a25f9c27214b31aa94fa9d020,3,kitlangton=1; tim-smart=2,True,2,True,Tim reduced the exclusion-scan fixture and tightened the expected allocation assertion.,No specific later follow-up identified.,7885,https://github.com/Effect-TS/effect/commit/2f16699f7d047e0d4298649855ef3ce26f4710c0; https://github.com/Effect-TS/effect/commit/a1e86855b942610e8cd29ffaaaa16ab414a81f59; https://github.com/Effect-TS/effect/commit/f319b51332c383a8ffa8b630ae53ec672b21419e,
7889,fix(Entity): forward test-client fatal-defect options,MERGED,merged,2026-09-03T12:25:03Z,2026-09-03T22:53:56Z,2026-09-03T22:53:56Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7889,a8ea80799a0bf187c577e052fef0b7245494c7bf,2,kitlangton=1; tim-smart=1,True,1,True,Tim moved fatal-defect option coverage into the existing Entity suite.,No specific later follow-up identified.,7888,https://github.com/Effect-TS/effect/commit/c66f88c0e19b8d8f209312603714157b94908569; https://github.com/Effect-TS/effect/commit/f90304f357bfa980722d4346ca47484a82619e7a,
7891,fix(cluster): distinguish entity teardown keys unambiguously,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T12:25:06Z,,2026-09-03T22:49:52Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7891,,2,kitlangton=1; tim-smart=1,True,1,,Tim removed debug output before closing. No explanatory closure comment.,No confirmed merged replacement identified.,7890,https://github.com/Effect-TS/effect/commit/ab40c2a186dd9f10f97022c9579192428a8e3934; https://github.com/Effect-TS/effect/commit/2eccd9c90310415ccd05195d2826d35ddff28e49,
7894,fix(ai-codegen): recognize whitespace-leading inline patches,MERGED,merged,2026-09-03T12:41:43Z,2026-09-04T06:01:24Z,2026-09-04T06:01:24Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7894,bea7d4c3a83d697fd6d0e72c342bd3c2c5962b52,6,tim-smart=6,True,2,True,The retained Tim-authored branch broadened whitespace handling to absolute patch paths and consolidated the Generator tests into the owning suite.,No specific later follow-up identified.,7893,https://github.com/Effect-TS/effect/commit/abd293ad04f161fb74fbf1c218af7803a5d5aa7f; https://github.com/Effect-TS/effect/commit/31b48fc3bccb60f28e65bd2e8ff64530454d4bc2; https://github.com/Effect-TS/effect/commit/f149cc8a1b73c75db4b7d5464fadabea826fd722; https://github.com/Effect-TS/effect/commit/d3eddc7e4471e29c3aa54e44ac5165d3d520f876; https://github.com/Effect-TS/effect/commit/f110a1283797c58188a2d2a491de7be1f04ad3fe; https://github.com/Effect-TS/effect/commit/b3f812be0766b5e194ad4aabe3edaf4a4d717ee5,
7896,fix(ai-docgen): resolve generated links from the output directory,CLOSED,closed_unmerged_no_recorded_reason,2026-09-03T12:41:47Z,,2026-09-03T20:24:44Z,,tim-smart,https://github.com/Effect-TS/effect/pull/7896,,3,tim-smart=3,True,1,,The retained branch has Tim-authored reproduction and link-path fixes. Tim closed without an explanatory comment.,No confirmed merged replacement identified.,7895,https://github.com/Effect-TS/effect/commit/16603d1595ac8fb121971b8949389bae43e63ece; https://github.com/Effect-TS/effect/commit/c3b95453e572e606d69a72eae90095a432d0c96a; https://github.com/Effect-TS/effect/commit/fda4e49a325b8c3204d8216c79c4ffcd6ba41fde,
7898,fix(HttpRunner): preserve configured leading path separators,MERGED,merged,2026-09-03T12:56:41Z,2026-09-04T05:46:21Z,2026-09-04T05:46:21Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7898,1e6e206f6327a114f55a541775f465c0bc9fbf3e,3,kitlangton=1; tim-smart=2,True,1,True,Tim removed the standalone HttpRunner tests and kept focused configured-path cases in the runner suite.,No specific later follow-up identified.,7897,https://github.com/Effect-TS/effect/commit/101913ce397398f09d86424220c060ade42e2fd0; https://github.com/Effect-TS/effect/commit/9fdf31cbcf4ebe2896be4bb64dee942748f697ee; https://github.com/Effect-TS/effect/commit/2fc9216decf9b083cbda7bb4e2c6a5b443ad4cbd,
7902,fix(EntityProxyServer): retain client codec service requirements,MERGED,merged,2026-09-03T13:06:28Z,2026-09-03T22:50:46Z,2026-09-03T22:50:46Z,tim-smart,tim-smart,https://github.com/Effect-TS/effect/pull/7902,ce4aa65409e8500908fb6496eca06270ef5b636f,2,kitlangton=1; tim-smart=1,True,1,True,Tim focused type coverage on asymmetric request-encoding and reply/error-decoding requirements.,No specific later follow-up identified.,7901,https://github.com/Effect-TS/effect/commit/b85561f8b771055d2e81b5b76b76bf98cd2ed4f4; https://github.com/Effect-TS/effect/commit/6ea33c61fadb961e570f4cebfd9231436e69bd95,
